timestamp,source_ip,destination_ip,source_port,destination_port,protocol,packet_count,byte_count,duration,attack_category
2024-01-01 0:15:27,39.218.247.122,231.201.74.111,45486,45934,ICMP,1000,50777,3.48,Exploits
2024-01-01 0:15:28,236.235.105.113,158.194.110.251,15095,34632,UDP,101,64384,3.84,Normal
2024-01-01 0:15:29,29.47.15.126,77.55.12.72,41903,48698,TCP,480,7027,2.92,Reconnaissance
2024-01-01 0:15:30,83.117.135.224,125.188.24.77,29645,7444,TCP,324,64920,7.76,Analysis
2024-01-01 0:15:31,93.165.76.167,76.55.160.141,42811,17423,UDP,116,81808,9.78,u2r
2024-01-01 0:15:32,17.79.101.107,59.122.217.0,22803,29942,UDP,977,33607,7.62,DoS
2024-01-01 0:15:33,97.234.216.216,9.39.53.131,41173,50544,UDP,893,41371,3.97,Worms
2024-01-01 0:15:34,58.108.4.189,155.191.75.207,53672,62614,TCP,593,53846,0.75,Backdoor
2024-01-01 0:15:35,75.187.67.94,230.197.77.198,38527,59588,TCP,832,69148,2.32,r2l
2024-01-01 0:15:36,5.7.5.100,217.167.40.224,40022,62781,UDP,54,83886,8.9,r2l
2024-01-01 0:15:37,236.130.220.36,241.54.106.171,24957,12673,UDP,263,92961,6.06,DoS
2024-01-01 0:15:38,98.117.100.115,125.148.121.51,34533,44616,ICMP,154,13523,7.01,Exploits
2024-01-01 0:15:39,223.21.43.73,16.65.255.32,50826,11037,TCP,518,54337,2.96,Backdoor
2024-01-01 0:15:40,250.101.219.130,20.36.24.47,5027,59727,UDP,832,54316,3.67,Worms
2024-01-01 0:15:41,222.179.85.201,39.42.98.25,41436,41421,UDP,446,75909,7.35,r2l
2024-01-01 0:15:42,106.236.26.189,29.246.198.139,15996,7411,ICMP,126,30022,5.5,Shellcode
2024-01-01 0:15:43,63.128.206.32,19.17.85.170,14661,19011,UDP,444,15288,2.15,Backdoor
2024-01-01 0:15:44,82.232.248.145,71.28.101.225,19383,13700,TCP,24,41666,9.06,r2l
2024-01-01 0:15:45,15.184.194.246,10.253.14.27,58387,16240,ICMP,104,90205,9.41,Reconnaissance
2024-01-01 0:15:46,148.76.37.15,191.3.86.77,33854,31039,TCP,1,35195,3.74,Exploits
2024-01-01 0:15:47,82.244.1.236,114.226.136.228,18064,36394,ICMP,597,7519,0.51,Exploits
2024-01-01 0:15:48,55.145.137.78,78.81.150.104,1517,55416,ICMP,650,50886,8.77,DoS
2024-01-01 0:15:49,204.216.91.9,199.30.156.118,40661,33150,UDP,843,17652,4.07,Analysis
2024-01-01 0:15:50,88.88.52.16,244.12.70.247,30016,987,UDP,791,50032,4.16,Worms
2024-01-01 0:15:51,92.80.158.223,146.27.19.87,13621,35454,TCP,206,61640,1.12,Worms
2024-01-01 0:15:52,10.160.32.164,151.11.186.82,35390,33923,UDP,869,88313,9.1,Exploits
2024-01-01 0:15:53,2.226.127.67,136.124.197.134,45971,21781,ICMP,444,47780,7.89,Shellcode
2024-01-01 0:15:54,88.113.110.142,116.235.218.29,38132,33581,UDP,782,40864,1.84,u2r
2024-01-01 0:15:55,221.54.220.65,174.99.211.126,14588,21958,TCP,854,91898,1.65,Exploits
2024-01-01 0:15:56,222.229.3.133,183.78.248.247,41603,63364,ICMP,131,88354,3.34,Shellcode
2024-01-01 0:15:57,28.196.60.213,131.125.39.53,57636,26630,TCP,746,71652,3.22,Reconnaissance
2024-01-01 0:15:58,15.92.144.15,220.4.107.97,27850,35590,UDP,619,73793,9.84,Analysis
2024-01-01 0:15:59,252.47.19.24,152.239.229.226,29357,61077,TCP,718,92044,7.49,u2r
2024-01-01 0:16:00,169.113.128.91,186.142.170.114,30039,29,TCP,663,88899,5.44,u2r
2024-01-01 0:16:01,30.48.34.50,222.78.13.190,5704,42111,TCP,511,21359,1.08,Exploits
2024-01-01 0:16:02,7.142.178.130,19.152.176.0,14391,47888,TCP,206,43308,0.47,Analysis
2024-01-01 0:16:03,49.8.154.72,181.192.138.216,32162,62905,TCP,696,5133,9.05,Normal
2024-01-01 0:16:04,161.130.176.233,147.249.240.56,14045,19467,UDP,441,61878,2.83,DoS
2024-01-01 0:16:05,120.195.231.35,213.145.30.184,37416,29207,ICMP,300,51501,0.65,Reconnaissance
2024-01-01 0:16:06,249.32.55.118,106.223.119.22,59610,43675,ICMP,932,3529,6.44,r2l
2024-01-01 0:16:07,27.176.122.96,56.222.246.68,5697,33116,ICMP,547,21497,3.55,r2l
2024-01-01 0:16:08,178.72.58.6,65.100.210.73,12498,10493,UDP,474,58944,7.91,u2r
2024-01-01 0:16:09,50.237.0.169,83.190.132.5,63085,3859,TCP,407,93667,6.09,Worms
2024-01-01 0:16:10,52.174.215.192,130.52.179.64,34430,44777,TCP,872,18062,4.45,DoS
2024-01-01 0:16:11,187.150.151.62,232.247.137.121,56507,39430,UDP,87,61899,5.28,DoS
2024-01-01 0:16:12,87.213.85.220,221.126.57.103,43074,53754,TCP,140,39383,8.6,Probe
2024-01-01 0:16:13,46.195.199.112,92.228.126.169,52754,8768,ICMP,78,25130,8.14,Worms
2024-01-01 0:16:14,18.218.30.228,41.168.231.157,43080,42677,UDP,261,27270,8.17,Shellcode
2024-01-01 0:16:15,38.146.243.132,42.225.71.2,50721,38292,TCP,521,4233,3.54,Fuzzers
2024-01-01 0:16:16,211.243.157.84,66.122.83.58,57009,10860,UDP,196,30786,8.64,Worms
2024-01-01 0:16:17,180.55.100.211,89.228.237.33,64619,54688,TCP,446,39465,2.41,u2r
2024-01-01 0:16:18,251.215.10.160,76.25.20.37,38551,35561,UDP,238,64702,6.45,DoS
2024-01-01 0:16:19,112.42.201.87,65.41.192.9,1495,55252,ICMP,886,73453,4.42,Normal
2024-01-01 0:16:20,49.248.37.179,208.116.252.44,28564,46806,ICMP,613,51259,9.27,DoS
2024-01-01 0:16:21,85.191.114.61,67.121.146.30,54786,39537,TCP,323,52005,5.23,Fuzzers
2024-01-01 0:16:22,161.184.132.81,212.219.51.44,12153,43445,ICMP,441,16049,3.07,Shellcode
2024-01-01 0:16:23,143.152.253.222,8.61.25.161,17131,15803,UDP,878,33266,9.61,u2r
2024-01-01 0:16:24,128.247.209.186,23.27.243.108,28552,22765,TCP,146,49822,5.8,Worms
2024-01-01 0:16:25,44.73.116.81,184.230.221.119,17508,39684,TCP,58,25122,2.29,u2r
2024-01-01 0:16:26,40.207.213.71,209.93.74.89,32717,33107,UDP,678,66731,4.95,Backdoor
2024-01-01 0:16:27,90.152.79.162,22.193.28.0,41004,3097,ICMP,991,55108,8.63,DoS
2024-01-01 0:16:28,133.211.41.230,87.143.207.234,52362,13993,TCP,373,21929,0.95,r2l
2024-01-01 0:16:29,52.156.111.26,243.183.239.174,6621,11281,TCP,196,91785,1.83,Fuzzers
2024-01-01 0:16:30,28.151.77.195,8.78.160.40,65525,32021,UDP,854,29103,3.06,r2l
2024-01-01 0:16:31,127.6.182.142,130.28.171.129,28244,11349,ICMP,233,99227,8.37,Shellcode
2024-01-01 0:16:32,42.6.254.141,131.157.76.55,31455,27627,ICMP,482,52266,9.34,Backdoor
2024-01-01 0:16:33,14.142.107.207,130.163.8.134,59420,36868,ICMP,859,86980,2.3,Analysis
2024-01-01 0:16:34,126.156.147.16,12.15.183.56,54035,25819,UDP,341,1424,2.87,Shellcode
2024-01-01 0:16:35,72.75.162.255,169.118.241.179,46692,56242,UDP,334,6006,3.76,Analysis
2024-01-01 0:16:36,198.58.186.24,147.7.221.52,48149,47381,UDP,249,5222,9.48,u2r
2024-01-01 0:16:37,57.81.83.60,238.243.142.227,22118,44981,TCP,691,70950,9.92,r2l
2024-01-01 0:16:38,59.161.61.187,198.120.208.17,43691,50100,UDP,301,22531,6.22,Backdoor
2024-01-01 0:16:39,223.186.188.91,231.243.28.54,14954,55748,UDP,447,46587,5.21,Normal
2024-01-01 0:16:40,156.157.82.211,115.28.90.247,39635,40865,ICMP,247,15605,7.07,Backdoor
2024-01-01 0:16:41,194.68.7.21,148.71.91.74,3233,63848,UDP,841,67911,3.25,Fuzzers
2024-01-01 0:16:42,133.36.208.244,182.186.217.38,43380,21249,TCP,538,88061,1.65,Probe
2024-01-01 0:16:43,9.169.218.89,194.1.14.170,57333,16597,UDP,936,5752,7.01,DoS
2024-01-01 0:16:44,143.35.235.153,224.71.19.20,18373,43409,TCP,365,65963,3.64,r2l
2024-01-01 0:16:45,119.201.210.138,63.191.235.182,35695,50538,TCP,760,58687,2.31,Normal
2024-01-01 0:16:46,90.157.46.14,113.102.126.34,48973,44768,TCP,634,78824,0.35,u2r
2024-01-01 0:16:47,183.16.123.138,45.113.103.119,24845,48836,TCP,355,45632,5.72,DoS
2024-01-01 0:16:48,102.238.192.194,197.104.37.34,14154,63694,UDP,53,70929,4.55,Probe
2024-01-01 0:16:49,219.153.123.248,234.151.157.104,44607,58918,UDP,796,81160,0.25,DoS
2024-01-01 0:16:50,66.152.49.60,169.215.20.173,30019,9350,ICMP,981,61638,4.57,Analysis
2024-01-01 0:16:51,94.73.93.102,207.48.40.205,47795,54162,ICMP,862,78783,0.91,Shellcode
2024-01-01 0:16:52,36.138.35.25,27.140.149.226,37048,45328,UDP,708,35666,0.83,r2l
2024-01-01 0:16:53,231.162.184.50,155.224.225.171,60856,40825,UDP,776,79483,1.84,Reconnaissance
2024-01-01 0:16:54,93.22.116.222,31.46.162.137,9538,11583,TCP,611,56630,6.95,Probe
2024-01-01 0:16:55,237.1.12.32,228.69.230.165,43908,58614,TCP,270,5413,5.8,Probe
2024-01-01 0:16:56,185.163.71.239,20.156.200.88,57449,54797,ICMP,668,46484,7.81,Shellcode
2024-01-01 0:16:57,168.195.242.59,13.245.133.184,46384,45733,UDP,754,44315,9.28,Normal
2024-01-01 0:16:58,153.133.3.137,130.122.132.247,56192,54623,ICMP,359,13150,5.28,Reconnaissance
2024-01-01 0:16:59,98.187.125.148,231.183.79.75,34621,53985,TCP,123,22923,1.15,Normal
2024-01-01 0:17:00,14.30.65.223,249.164.105.158,59851,32261,UDP,591,568,9.72,r2l
2024-01-01 0:17:01,239.101.19.45,167.89.247.178,36962,31288,ICMP,61,49563,0.5,Reconnaissance
2024-01-01 0:17:02,161.160.218.147,153.234.185.128,52401,62141,TCP,772,99574,3.29,Exploits
2024-01-01 0:17:03,58.203.242.252,38.239.128.133,31753,4851,UDP,439,18442,6.76,Analysis
2024-01-01 0:17:04,120.71.41.47,203.183.216.132,32682,34382,TCP,876,19889,7.11,u2r
2024-01-01 0:17:05,110.52.197.238,114.246.45.98,32852,23445,UDP,605,14140,3.22,Fuzzers
2024-01-01 0:17:06,104.34.152.100,150.247.235.79,45999,45240,ICMP,276,26876,2.69,Normal
2024-01-01 0:17:07,252.109.222.71,246.129.239.249,38598,3643,UDP,516,75548,9.11,Fuzzers
2024-01-01 0:17:08,170.174.245.110,83.75.84.117,23243,25816,TCP,147,17427,3.95,Normal
2024-01-01 0:17:09,88.157.143.107,205.28.49.109,3526,27390,ICMP,653,833,8.19,r2l
2024-01-01 0:17:10,10.38.183.221,249.122.124.119,52340,41596,UDP,713,70296,6.21,Fuzzers
2024-01-01 0:17:11,5.152.212.43,106.178.21.134,37341,13364,UDP,213,52370,3.2,u2r
2024-01-01 0:17:12,100.86.36.56,95.186.28.76,15067,37335,TCP,175,39382,5.2,Backdoor
2024-01-01 0:17:13,10.20.8.248,187.150.128.18,23596,40299,ICMP,888,36754,0.56,Shellcode
2024-01-01 0:17:14,255.149.140.151,158.68.191.83,64468,53536,UDP,424,61126,4.28,Shellcode
2024-01-01 0:17:15,131.158.57.128,170.21.192.99,46973,10048,TCP,818,86132,0.55,r2l
2024-01-01 0:17:16,28.38.3.233,26.23.149.228,36956,56963,UDP,48,12206,9.16,Reconnaissance
2024-01-01 0:17:17,69.79.139.185,25.110.151.184,21996,36848,UDP,643,6109,5.39,Backdoor
2024-01-01 0:17:18,229.63.152.104,68.131.65.80,47669,3972,UDP,852,33326,2.86,Exploits
2024-01-01 0:17:19,28.25.149.52,174.29.97.108,33477,16340,UDP,109,16148,2.76,Analysis
2024-01-01 0:17:20,21.102.19.110,185.57.63.253,57680,50505,ICMP,984,94010,0.48,u2r
2024-01-01 0:17:21,53.59.33.245,35.248.50.103,2431,23079,TCP,398,21640,2.51,Worms
2024-01-01 0:17:22,238.195.95.110,163.196.211.117,22238,43345,TCP,714,51253,7.48,Normal
2024-01-01 0:17:23,236.239.157.110,124.145.41.138,52334,8049,UDP,167,44671,2.86,Probe
2024-01-01 0:17:24,79.87.76.84,192.88.47.12,15392,14814,ICMP,892,23648,3.15,DoS
2024-01-01 0:17:25,189.139.138.122,187.26.209.30,62834,60483,TCP,849,72380,7.42,Shellcode
2024-01-01 0:17:26,113.216.124.106,67.36.49.122,17348,18559,ICMP,282,12032,2.29,Normal
2024-01-01 0:17:27,40.245.218.55,48.26.93.139,65336,14665,UDP,313,58921,6.56,Reconnaissance
2024-01-01 0:17:28,26.28.191.223,82.14.175.110,27711,54360,ICMP,129,56815,1.42,Backdoor
2024-01-01 0:17:29,70.32.124.220,79.9.123.153,46605,53616,TCP,312,75504,6.42,Probe
2024-01-01 0:17:30,208.207.223.73,246.44.146.236,45547,54067,UDP,772,3783,3.48,u2r
2024-01-01 0:17:31,7.212.232.19,26.28.201.234,49693,4986,TCP,528,90886,8.84,Probe
2024-01-01 0:17:32,88.72.189.82,252.168.56.34,44636,7743,TCP,162,65970,9.81,Worms
2024-01-01 0:17:33,216.80.54.191,4.243.159.83,38739,20672,UDP,488,25258,1.81,Worms
2024-01-01 0:17:34,248.243.120.174,195.143.126.16,25125,22553,ICMP,304,45524,0.1,Backdoor
2024-01-01 0:17:35,107.157.130.93,236.4.17.172,20817,6567,ICMP,74,59082,5.36,DoS
2024-01-01 0:17:36,159.205.64.99,33.218.80.75,44283,19901,ICMP,607,68967,8.3,Worms
2024-01-01 0:17:37,164.135.21.173,131.142.116.133,47987,65311,TCP,567,8868,7.95,Backdoor
2024-01-01 0:17:38,33.130.126.119,60.235.12.120,30699,60529,ICMP,426,24797,2.95,Exploits
2024-01-01 0:17:39,43.33.150.75,127.81.160.250,39974,57677,TCP,428,23706,7.27,Shellcode
2024-01-01 0:17:40,70.202.180.159,235.22.121.35,25370,12872,TCP,568,56865,7.86,Fuzzers
2024-01-01 0:17:41,7.69.127.7,104.202.95.234,45205,23239,ICMP,469,46542,2.03,Fuzzers
2024-01-01 0:17:42,229.168.118.78,21.230.17.222,27055,9374,UDP,584,47692,1.95,DoS
2024-01-01 0:17:43,120.119.241.152,15.45.76.16,48412,42155,ICMP,408,64424,5.48,Normal
2024-01-01 0:17:44,55.58.7.43,188.27.181.212,10437,49203,ICMP,820,79564,2.1,r2l
2024-01-01 0:17:45,17.127.114.69,171.197.74.57,63800,14510,TCP,578,35805,7.79,Backdoor
2024-01-01 0:17:46,50.73.39.245,236.208.113.29,3391,25363,TCP,1,79610,8.02,Reconnaissance
2024-01-01 0:17:47,178.94.206.25,29.59.105.119,33397,36357,UDP,823,74236,1.66,Exploits
2024-01-01 0:17:48,161.165.111.191,247.98.132.4,63361,11080,UDP,217,98777,4.52,Worms
2024-01-01 0:17:49,249.141.242.171,150.177.29.55,28584,8985,TCP,870,60948,9.97,r2l
2024-01-01 0:17:50,238.52.10.123,92.109.11.37,4195,8364,TCP,515,50676,5.89,Worms
2024-01-01 0:17:51,91.55.216.53,25.37.173.211,3682,20618,UDP,662,1900,7.03,Exploits
2024-01-01 0:17:52,129.46.210.18,59.5.180.210,27228,29565,ICMP,368,98692,8.12,Normal
2024-01-01 0:17:53,120.193.81.217,251.224.65.95,6257,286,ICMP,677,3140,6.13,Worms
2024-01-01 0:17:54,86.51.189.17,22.6.103.147,4232,23887,ICMP,203,58818,7.71,Fuzzers
2024-01-01 0:17:55,54.101.243.56,30.140.25.216,57204,53681,TCP,463,45096,8.43,Exploits
2024-01-01 0:17:56,219.14.15.42,150.206.37.152,47300,52261,TCP,125,92193,1.6,Worms
2024-01-01 0:17:57,201.47.129.224,79.192.107.81,59298,15004,UDP,774,58283,0.97,u2r
2024-01-01 0:17:58,82.253.5.219,254.235.225.28,61643,8506,ICMP,226,23331,9.17,r2l
2024-01-01 0:17:59,230.167.192.53,80.62.203.199,30196,14683,ICMP,168,85706,8.23,Probe
2024-01-01 0:18:00,58.126.232.246,202.151.85.224,46795,38229,UDP,809,12453,1.48,Probe
2024-01-01 0:18:01,206.118.97.225,63.182.160.145,49274,4902,TCP,384,44181,3.87,Normal
2024-01-01 0:18:02,224.88.14.129,101.11.55.233,3776,42123,TCP,298,24175,3.09,Analysis
2024-01-01 0:18:03,179.95.215.76,187.62.100.228,42081,38533,TCP,697,66352,6.9,Reconnaissance
2024-01-01 0:18:04,91.208.4.216,63.237.24.112,41174,8495,ICMP,870,61847,6.65,Exploits
2024-01-01 0:18:05,101.56.205.62,14.138.75.144,59105,36216,ICMP,925,52935,0.41,Worms
2024-01-01 0:18:06,168.188.64.143,29.74.127.82,22973,23462,ICMP,212,71635,3.29,u2r
2024-01-01 0:18:07,183.164.24.14,80.213.117.125,49697,23490,ICMP,196,51794,9,Exploits
2024-01-01 0:18:08,114.89.47.153,93.231.183.60,47071,42880,TCP,918,27766,8.52,Normal
2024-01-01 0:18:09,120.110.201.176,90.27.181.159,52782,36347,TCP,332,50445,0.87,Worms
2024-01-01 0:18:10,127.72.165.117,0.51.211.134,37798,7817,TCP,227,80951,9.86,Fuzzers
2024-01-01 0:18:11,66.148.77.47,126.28.145.250,4261,40948,UDP,86,25046,6.82,Worms
2024-01-01 0:18:12,134.222.7.19,22.220.115.209,44901,24115,ICMP,701,77474,8.67,Fuzzers
2024-01-01 0:18:13,229.102.156.141,153.198.181.238,31297,13468,ICMP,950,19027,2.23,Exploits
2024-01-01 0:18:14,144.91.63.183,14.203.122.4,4956,56717,TCP,885,27444,2.71,Shellcode
2024-01-01 0:18:15,140.233.130.88,5.194.113.84,15733,41392,ICMP,71,54470,3.26,Exploits
2024-01-01 0:18:16,124.97.147.81,40.61.254.93,26959,43629,UDP,971,73443,1.01,Exploits
2024-01-01 0:18:17,238.166.5.10,175.20.142.227,44824,38141,ICMP,904,37027,2.39,Reconnaissance
2024-01-01 0:18:18,121.175.89.18,157.195.30.218,35495,51289,ICMP,813,31105,6.4,Shellcode
2024-01-01 0:18:19,101.201.110.79,1.246.139.34,43123,10060,ICMP,334,3435,4.56,u2r
2024-01-01 0:18:20,239.65.99.5,234.106.186.195,2375,27052,ICMP,927,36252,6.19,Exploits
2024-01-01 0:18:21,176.219.74.7,217.189.100.9,43718,41840,ICMP,226,23893,3.44,r2l
2024-01-01 0:18:22,141.234.23.233,40.56.83.232,47113,24743,TCP,636,71271,8.42,u2r
2024-01-01 0:18:23,21.222.93.239,228.146.34.212,3406,14995,ICMP,886,51477,2.33,Exploits
2024-01-01 0:18:24,92.42.123.126,49.226.149.124,49894,40196,TCP,931,63694,3.3,Fuzzers
2024-01-01 0:18:25,25.146.167.172,23.103.54.58,57358,35195,UDP,597,27186,6.31,Worms
2024-01-01 0:18:26,137.38.209.126,11.82.28.153,46838,30282,TCP,375,38374,8.31,Analysis
2024-01-01 0:18:27,131.22.99.161,77.100.175.99,52481,15219,ICMP,918,32571,2.81,DoS
2024-01-01 0:18:28,25.28.159.179,126.186.250.171,50274,19893,ICMP,487,14737,7.07,Reconnaissance
2024-01-01 0:18:29,87.105.139.116,165.185.144.220,45935,9612,TCP,396,38148,1.76,Fuzzers
2024-01-01 0:18:30,51.11.217.33,112.85.178.182,39469,2711,UDP,987,60798,5.73,Shellcode
2024-01-01 0:18:31,129.159.78.171,119.41.198.136,30160,26003,UDP,107,54884,9.77,Reconnaissance
2024-01-01 0:18:32,90.22.51.20,232.234.245.4,58140,42198,TCP,804,76818,8.66,Normal
2024-01-01 0:18:33,184.151.111.61,126.0.220.62,13081,47836,TCP,237,63357,6.14,Probe
2024-01-01 0:18:34,224.158.230.116,232.196.49.43,12900,16451,TCP,831,16831,3.37,Analysis
2024-01-01 0:18:35,159.96.95.111,103.253.28.151,50025,30050,UDP,233,89310,4.7,Normal
2024-01-01 0:18:36,133.194.231.161,213.50.89.143,14443,47609,TCP,730,50356,8.91,Backdoor
2024-01-01 0:18:37,99.14.229.60,65.83.61.84,62287,55119,TCP,663,39629,8.12,Analysis
2024-01-01 0:18:38,56.107.224.94,149.121.73.11,35781,43342,TCP,524,51213,1.11,r2l
2024-01-01 0:18:39,133.235.144.207,67.28.130.80,26962,38728,ICMP,41,47543,3.33,DoS
2024-01-01 0:18:40,201.71.4.4,177.62.146.80,4301,9017,UDP,877,3603,1.82,Reconnaissance
2024-01-01 0:18:41,233.163.225.189,84.223.150.134,51631,26841,ICMP,541,54620,5.15,Exploits
2024-01-01 0:18:42,80.198.40.158,166.65.127.78,1392,61496,TCP,232,138,3.79,Fuzzers
2024-01-01 0:18:43,213.224.212.144,171.33.135.146,50381,59114,UDP,305,47272,9.32,Normal
2024-01-01 0:18:44,69.146.246.211,245.114.163.175,9056,27121,UDP,529,82555,8.93,Worms
2024-01-01 0:18:45,138.196.113.130,44.87.182.24,9184,60943,UDP,875,43874,0.16,Normal
2024-01-01 0:18:46,236.173.70.251,9.186.97.41,37940,59718,TCP,16,45810,9.53,u2r
2024-01-01 0:18:47,6.237.197.162,63.80.113.73,29300,49170,ICMP,738,11115,7.24,r2l
2024-01-01 0:18:48,52.5.210.45,244.27.25.30,2203,58628,UDP,994,19150,9.65,Exploits
2024-01-01 0:18:49,142.160.122.205,223.124.142.205,39038,38281,UDP,185,48697,1.29,Probe
2024-01-01 0:18:50,29.158.208.254,223.46.236.187,34162,8791,UDP,486,38839,6.1,Fuzzers
2024-01-01 0:18:51,159.142.123.118,49.23.9.94,33965,50858,UDP,712,61826,0.42,DoS
2024-01-01 0:18:52,79.230.218.196,16.241.219.160,20884,58595,UDP,467,87853,3.75,Probe
2024-01-01 0:18:53,120.180.123.165,122.64.253.179,59889,2445,UDP,532,82617,3.05,u2r
2024-01-01 0:18:54,153.117.252.30,150.134.123.97,29813,31808,ICMP,530,30598,3.83,u2r
2024-01-01 0:18:55,38.89.213.132,52.29.161.35,37027,2423,ICMP,708,11064,6.83,Probe
2024-01-01 0:18:56,159.192.224.196,166.77.111.127,59746,1964,ICMP,932,21008,7.59,Reconnaissance
2024-01-01 0:18:57,44.195.224.192,188.155.139.51,11267,6743,TCP,632,82276,4.14,Shellcode
2024-01-01 0:18:58,179.13.236.18,107.35.64.226,3148,64587,UDP,167,3574,6.16,DoS
2024-01-01 0:18:59,76.196.218.168,194.119.31.84,43068,28527,UDP,549,18302,3.41,DoS
2024-01-01 0:19:00,234.198.121.246,4.122.87.54,9172,46405,ICMP,891,93315,9.45,Fuzzers
2024-01-01 0:19:01,179.176.74.112,227.130.214.176,55836,14375,UDP,840,22380,9.8,Analysis
2024-01-01 0:19:02,78.218.76.83,88.251.73.14,40610,30357,UDP,905,22186,0.78,Exploits
2024-01-01 0:19:03,83.164.248.16,187.88.15.206,61938,33152,ICMP,425,78511,4.51,Fuzzers
2024-01-01 0:19:04,4.97.128.121,115.75.105.24,57488,59759,TCP,104,34838,0.66,Exploits
2024-01-01 0:19:05,42.190.80.234,117.41.181.238,23351,39467,TCP,474,26889,1.02,Reconnaissance
2024-01-01 0:19:06,71.183.229.83,126.6.210.223,38892,27928,TCP,499,67967,4.6,Exploits
2024-01-01 0:19:07,122.30.69.122,84.26.132.159,61406,37092,TCP,429,26792,1.78,u2r
2024-01-01 0:19:08,72.170.249.85,109.25.218.216,38723,56699,TCP,906,19565,2.72,Reconnaissance
2024-01-01 0:19:09,63.41.174.50,9.137.173.136,32568,62772,TCP,53,19179,3.38,DoS
2024-01-01 0:19:10,82.78.132.238,199.250.140.39,13670,32285,UDP,549,73987,8.82,u2r
2024-01-01 0:19:11,69.120.156.50,23.226.134.36,58033,2723,TCP,162,91738,4.62,Probe
2024-01-01 0:19:12,82.244.102.32,185.69.28.193,12404,4109,TCP,848,80489,2.57,Reconnaissance
2024-01-01 0:19:13,44.183.77.11,55.254.88.22,20447,21240,UDP,921,52751,5.25,Worms
2024-01-01 0:19:14,22.80.45.152,184.199.217.42,40394,34931,TCP,274,36267,0.57,Backdoor
2024-01-01 0:19:15,90.204.185.17,122.187.169.144,38696,16682,UDP,894,15969,1.21,Exploits
2024-01-01 0:19:16,237.5.136.57,153.185.178.222,60428,26089,TCP,759,22763,8.52,DoS
2024-01-01 0:19:17,244.140.20.99,231.50.103.226,35075,22681,UDP,54,65001,8.63,Exploits
2024-01-01 0:19:18,121.105.77.67,8.178.135.101,12300,20969,ICMP,911,48682,8.28,Backdoor
2024-01-01 0:19:19,53.80.125.102,65.222.247.232,19013,9631,TCP,96,86292,0.86,u2r
2024-01-01 0:19:20,114.38.5.96,87.250.146.15,28193,41727,ICMP,133,26696,3.32,Analysis
2024-01-01 0:19:21,250.155.115.199,185.9.65.72,42702,54572,ICMP,618,62529,9.89,Shellcode
2024-01-01 0:19:22,78.104.24.51,252.73.125.243,41772,13535,UDP,255,78337,4.41,Normal
2024-01-01 0:19:23,52.177.243.247,8.26.148.76,59584,61658,UDP,609,56262,3.29,Fuzzers
2024-01-01 0:19:24,100.25.252.83,156.156.159.136,30380,17284,TCP,397,33270,0.23,Analysis
2024-01-01 0:19:25,17.249.63.224,62.173.91.151,1898,54206,ICMP,618,17858,6.03,Reconnaissance
2024-01-01 0:19:26,91.150.142.244,217.193.216.31,1715,29973,TCP,598,36604,3.58,Analysis
2024-01-01 0:19:27,147.17.80.254,181.216.69.250,52133,20615,ICMP,786,43861,9.93,DoS
2024-01-01 0:19:28,93.209.68.154,3.114.131.201,18213,27404,UDP,442,78333,9.43,Normal
2024-01-01 0:19:29,243.241.60.140,71.22.167.209,23368,16269,TCP,83,63538,2.96,Analysis
2024-01-01 0:19:30,196.33.131.72,81.130.5.42,34919,6695,ICMP,430,42375,6.08,Probe
2024-01-01 0:19:31,245.24.93.197,183.187.16.93,16354,44721,TCP,24,46021,7.59,Backdoor
2024-01-01 0:19:32,215.47.162.186,49.121.133.177,8023,42644,TCP,611,68024,1.76,Analysis
2024-01-01 0:19:33,135.68.90.25,11.139.255.177,37484,35279,ICMP,309,88252,6.82,Probe
2024-01-01 0:19:34,182.234.18.174,173.193.89.246,45583,29986,UDP,239,6040,4.74,Exploits
2024-01-01 0:19:35,249.1.72.124,208.43.74.18,26303,32761,UDP,269,39527,6.87,Fuzzers
2024-01-01 0:19:36,141.181.151.96,179.87.112.133,44392,19994,TCP,669,69676,3.3,Worms
2024-01-01 0:19:37,52.3.137.166,83.18.45.95,64914,25728,ICMP,955,4773,0.39,Shellcode
2024-01-01 0:19:38,85.161.242.103,24.240.205.209,42577,17100,ICMP,742,90841,6.14,u2r
2024-01-01 0:19:39,204.215.60.46,64.31.124.167,41245,30304,UDP,368,25346,1.89,Reconnaissance
2024-01-01 0:19:40,223.85.182.52,46.118.30.211,54882,34204,UDP,83,39892,7.28,Shellcode
2024-01-01 0:19:41,96.160.122.60,86.112.226.51,8998,18966,UDP,269,67498,3.08,Analysis
2024-01-01 0:19:42,187.95.22.5,90.125.91.111,38674,24720,TCP,975,3424,8.85,Probe
2024-01-01 0:19:43,39.211.189.194,200.184.244.9,39552,7536,ICMP,636,50669,8.59,Exploits
2024-01-01 0:19:44,153.166.189.205,219.109.198.102,14373,38020,UDP,694,18709,5,DoS
2024-01-01 0:19:45,24.18.13.154,74.1.4.44,13532,20492,TCP,554,52214,4.15,r2l
2024-01-01 0:19:46,206.207.147.158,242.13.203.222,37300,57379,TCP,853,34301,2.73,Worms
2024-01-01 0:19:47,142.18.27.49,50.41.98.87,54091,54018,ICMP,461,48453,3.55,Probe
